patent_id,claims,abstract,wipo,cpc
6979311,"1. A method for controlling free flow in an infusion set mounted in an infusion pump, the method comprising: selecting an infusion set having a proximal piece of tubing, a distal piece of tubing and a connector connecting the piece of tubing, the connector having an occluder attached thereto; and engaging the tubing of the infusion set with a pumping mechanism of the pump so that the connector is disposed downstream from the pumping mechanism; and pressing against one side of the tubing adjacent the occluder without pressing against an opposing side of the tubing to thereby allow flow past the occluder. 11. A method for controlling flow of solution through an tube, the method comprising; selecting flexible a tube; disposing an occluder in the tube; and compressing one side of the tube adjacent the occluder to open a flow channel between the occluder and an opposing side of the tube. 13. A method for selectively controlling free flow in an infusion set, the method comprising: selecting an infusion set having a proximal and a distal end; and disposing a free standing occluder between the proximal end and distal end of the infusion set such that it selectively prevents flow through the infusion set, the occluder being unattached to an anchor. 4. A method for selectively controlling free flow through an infusion set, the method comprising: forming an infusion set having tubing and an occluding mechanism disposed in the tubing which occludes fluid flow through the tubing in an ambient state; and applying pressure to a single side the tubing to enable flow to pass the occluder and thereby enable fluid flow through the tubing.","An apparatus and method for preventing free flow through an infusion set utilizes an occluder disposed within the infusion set to selectively prevent flow therethrough. The occluder may be responsive to a pressure differential within the infusion set or may respond to compression of the infusion set. When a pair of occluders are used in sequence, an in-line pump may be formed.",13,"A61M5/16813,A61M5/142,A61M39/24,A61M39/281,A61M39/287,A61M5/14,A61M5/14228,A61M5/14232,A61M39/22,A61M2039/242,A61M2039/2426,A61M2039/2473,A61M2039/248,A61M2039/2486,A61M2205/12,Y10T137/87917"
6858289,"1. An optical filter comprising: a. an organic, solar blind filter dye; and b. a UV-transparent non-scattering and chemically stable substrate wherein said substrate is a UV-transparent nanoporous silica glass solid having pores that are substantially filled with a UV-transparent solvent, said solvent being selected to dissolve said dye and also to match the refractive index of the nanoporous silica glass solid. 8. An optical device comprising an optical filter, said filter comprising: a. an organic, solar blind filter dye; and b. a UV-transparent, non-scattering and chemically stable substrate wherein said filter dye is incorporated directly into said substrate wherein said substrate is a UV-transparent nanoporous silica glass solid having pores that are substantially filled with a UV-transparent solvent, said solvent being selected to dissolve said dye and also to match the refractive index of the nanoporous silica glass solid.",The invention provides an optical filter comprising:,22,"G02B5/208,B82Y20/00,B82Y30/00,Y10S428/913,Y10S977/70,Y10T428/249953,Y10T428/249956,Y10T428/249969,Y10T428/249975"
6900476,"1. A light-emitting semiconductor component, comprising: a semiconductor element including an active layered structure; electrical contacts for impressing a current into said active layered structure; a carrier for said semiconductor element, said carrier acting as a heat sink; and an adhesive thermally connecting said carrier to said semiconductor element; said semiconductor element having a side facing said carrier; and said side having a plurality of recesses formed therein for accommodating a portion of said adhesive between said semiconductor element and said carrier. 30. A light-emitting semiconductor component, comprising: a semiconductor element including an active layered structure; electrical contacts for impressing a current into said active layered structure; a carrier for said semiconductor element, said carrier acting as a heat sink; and an electrically insulating adhesive connecting said carrier to said semiconductor element; said semiconductor element having a side facing said carrier; and said side having a plurality of recesses formed therein for accommodating a portion of said adhesive between said semiconductor element and said carrier.","A light-emitting semiconductor component has a semiconductor element containing an active layer, electrical contacts for impressing a current into the active layer (heat being generated at the active layer and at the electrical contacts during operation), and a carrier with a large thermal capacity for absorbing the heat generated during operation. The rear side of the semiconductor element is (electrically and/or thermally) connected to the carrier by a adhesive. Recesses, which accommodate a part of the adhesive when the semiconductor element is connected to the carrier, are provided in the rear side of the semiconductor element.",8,"H10H20/8582,H01L23/3672,H01L24/05,H01L24/32,H10H20/831,H01L24/83,H01L2224/04026,H01L2224/05554,H01L2224/05557,H01L2224/2919,H01L2224/32013,H01L2224/32112,H01L2224/32221,H01L2224/83851,H01L2924/01005,H01L2924/01006,H01L2924/01019,H01L2924/01021,H01L2924/01033,H01L2924/01074,H01L2924/01082,H01L2924/0132,H01L2924/014,H01L2924/07802,H01L2924/10158,H01L2924/10329,H01L2924/12041,H10H20/819,H10H20/857"
6904332,"1. A main controller for a hollow glassware production line, connected to data and information input/output units and to at least one hollow glassware production line comprising a plurality of controlled moving members the main controller comprising: a processing unit; and a memory unit comprising individual memory areas separately memorizing structural data relative to the structure of the at least one hollow glassware production line and production process data relative to production processes to be performed; wherein the processing unit comprises means for processing said structural and production process data, and means for generating a specific recipe for the at least one hollow glassware production line on the basis of said data.","The supervisor is connected to at least one hollow glassware production line including a plurality of controlled moving members, and is defined by a line agent unit generating a virtual image of the line, a database memorizing all the data required for operation of the line, an interface, and an instruction analyzer. The database is defined by individual memory areas separately memorizing data relative to the structure of each line in a line table; data relative to production processes to be performed in a process table; and specific elementary operation instructions for the line members by means of a recipe table memorizing conditions relating the memorized lines and production processes. The instruction analyzer processes the line structure data and production process data, and generates specific instructions on the basis of the entered data.",12,G05B19/0428
6885355,"1. A spatial filtering surface to be spaced adjacent an antenna aperture comprising: a dielectric substrate; and a plurality of spaced, geometric configured, resonant elements positioned on the dielectric substrate, said resonant elements forming concentric rings and made of a material and of different geometric configuration for each ring and spaced from each other such that each ring attenuates any electromagnetic radiation passing therethrough a different amount, wherein a spatial filter transform is imparted and said resonant elements taper the magnitude of a produced aperture field. 15. A spatial filtering surface to be spaced adjacent an antenna aperture comprising: a dielectric substrate forming a curved surface; and a plurality of spaced, geometric configured, resonant elements positioned on the dielectric substrate, such resonant elements being formed of a material and of different geometric configuration for each ring and spaced from each other such that impinging electromagnetic radiation attenuates differently along the curve based on the impinging angle of incidence, wherein said resonant elements attenuate any electromagnetic radiation passing therethrough a different amount and taper the magnitude of a produced aperture field. 27. An antenna system comprising: an antenna dish; a feed horn; and a spatial filtering surface positioned adjacent the antenna dish and comprising a dielectric substrate forming a curved surface; and a plurality of spaced, geometric configured, resonant elements positioned on the dielectric substrate, said resonant elements being formed of a material and of different geometric configuration for each ring and spaced from each other such that impinging electromagnetic radiation attenuates differently along the curve based on the impinging angle of incidence, wherein said resonant elements attenuate any electromagnetic radiation passing therethrough a different amount and taper the magnitude of a produced aperture field. 38. A spatial filtering surface to be spaced adjacent an antenna aperture comprising: a dielectric substrate; and a plurality of spaced, geometric configured, resonant elements positioned on the dielectric substrate, said resonant elements forming concentric rings that each attenuate any electromagnetic radiation passing therethrough a different amount, said resonant elements having a different geometric configuration for each ring respectively, wherein a spatial filter transform is imparted for tapering the magnitude of a produced aperture field.","A spatial filtering surface includes a dielectric substrate and a plurality of spaced, geometrically configured, resonant elements positioned on the dielectric substrate. The resonant elements form concentric rings that each attenuate any electromagnetic radiation passing therethrough a different amount wherein a spatial filter transform is imparted for tapering the magnitude and phase of a produced aperture field.",3,"H01Q15/0053,H01Q15/02"
6855829,"1. An opener or activator compound which modulates the biological activity of central nervous system-associated KCNQ potassium channel polypeptides by hyperpolarizing neurons that fire before or during a migraine headache or migraine-related disorder, the opener or activator compound comprising a compound according to Formula I and pharmaceutically acceptable salts thereof, Formula I having the structure wherein R 1 , R 2 , R 3 and R 4 are each independently hydrogen, C 1-4 alkyl halogen, fluoromethyl, trifluoromethyl, phenyl, 4-methylphenyl or 4-trifluromethylphenyl; R 5 is C 16 alkyl, optionally substituted with one to three same or different groups selected from fluoro and chloro, provided that R 5 is not C 1-6 alkyl when Y is O; Y is O or S; and R 6 and R 7 are each independently hydrogen, chloro, bromo or trifluoromethyl.","Compounds which function as modulators, particularly, openers, of human KCNQ potassium channel proteins or polypeptides, particularly, central nervous system (CNS)-located KCNQ potassium channels, and heteromultimers thereof, and their use in the treatment of migraine are provided by the present invention. One novel type of potassium channel polypeptide openers provided by the present invention is the fluorooxindole compounds, described for the first time as therapeutics for the treatment of migraine by preventing the asynchronous firing of neurons. Other KCNQ potassium channel opener compounds that are also useful in the treatments of the invention include 2,4-disubstituted pyrimidine-5-carboxamide derivatives. One or more of the compounds according to the present invention may be utilized alone, in combination, or in conjunction with other treatment modalities for reducing, ameliorating and/or alleviating migraine or diseases similar to, or mechanistically related to, migraine, e.g., cluster headache.",16,"A61K31/404,A61K31/506,A61P25/06"
6911114,"1. A tissue web having a first side and a second side, the tissue web comprising cellulosic fibers and a semi-synthetic cationic polymer having a molecular weight of about 5 million or less and a degree of cationic substitution of from about 0.4 to about 0.8 wherein the first side of the tissue web has a substantially greater amount of the semi-synthetic cationic polymer present than does the second side of the web. 14. A creped tissue web comprising a semi-synthetic cationic polymer, the tissue web having been creped from a drum dryer to which a drum drying additive has been applied, the additive comprising a semi-synthetic cationic polymer comprising a plurality of anhydroglucose units and having from about 0.4 to about 0.8 cationic substituents per anhydroglucose unit, said drum drying additive containing from about 80% to about 99.9% water.",The present invention is a tissue web comprising cellulosic fibers and a semi-synthetic cationic polymer having a molecular weight less than about 5 million. The semi-synthetic cationic polymer can be heterogeneously distributed in the tissue web. The semi-synthetic cationic polymer has a degree of cationic substitution of at least 0.2.,28,"D21H23/26,D21H17/24,D21H21/146,Y10T428/24124,Y10T428/24446,Y10T428/249965"
6875116,"1. A recreational ramp suitable for use with wheeled vehicles, comprising: a support structure; a molded concrete layer including self-leveling concrete and mounted on said support structure, said molded concrete layer including a sloping region that extends from a ground level to an above-ground level; wherein said molded concrete layer has a bottom surface and comprises reinforcement ribs disposed at intervals along said bottom surface of said molded concrete layer.","A recreational ramp suitable for use with wheeled vehicles, including a support structure and a molded concrete layer mounted on the support structure. The layer includes a sloping region that extends from a ground level to an above-ground level. Also, a process for the fabrication of a molded concrete layer for such a recreational ramp. The process includes preparing a mold from complementary parts, closing the parts onto one another, thus defining an interior space representative of a concrete layer, pouring concrete mixture into the mold; allowing the concrete to settle and separating the complementary parts of the mold to expose the molded concrete layer. Embodiments of the invention offer the advantages of conventional concrete, i.e., a smooth, quiet and durable surface for riding, while the ramp as a whole remains lightweight and less bulky as compared with conventional concrete ramps. A particularly advantageous embodiment uses self-leveling concrete.",29,"B28B7/00,A63C19/10,E01C13/003"
6849851,"1. A method in the process of manufacturing and/or finishing a fibre web, in which method said continuous and moving web, is monitored in a time-resolved manner and in synchronization with the movement of the web by one or more thermal cameras of the infrared range or with a corresponding detector/detectors for the purpose of controlling the quality or condition, said method comprising the steps: in the direction of the movement of the web, a continuous two-dimensional thermal image, i.e. a continuous thermal chart of the web is formed by said detector/detectors for analyzing the formed continuous thermal chart, the continuous thermal chart is divided into successive matched partial charts where the cycle length used in forming the partial charts is selected to correspond to the length of influence specific to the means related to the processing of the passing web and for detecting the malfunctioning of the means related to the processing of the web on the basis of a periodical marking caused by said means in the passing web, local deviations and/or discontinuities particularly in the direction of movement of the web in the temperature are detected from the said matched partial charts.","A method in the process of manufacturing and/or finishing a fiber web (11), in which method the Continuous and moving web (11), and/or a moving device (16, 17) related to the processing of the web (11), is monitored by one or more thermal cameras (10) of the infrared range or a corresponding detector/detectors for the purpose of controlling the quality or condition. A substantially continuous two-dimensional thermal image or continuous thermal chart (20) of an object (11, 16, 17) being monitored and in a propagating and/or rotating movement is formed by said detector/detectors in a time-resolved manner and in synchronization with the movement of the object (11, 16, 17) in the direction of the movement. To determine the properties of the object (11, 16, 17) and/or to detect defects in the object from the continuous thermal chart (20), local deviations and/or discontinuities (21, 22) in the temperature, particularly in the direction of movement are detected, and the cause of said deviations and/or discontinuities (21, 22) is identified on the basis of the periodicity of said phenomena in the direction of movement.",10,"D21G9/0027,D21G9/0036,G01N21/8922,G01N25/72,G01N33/346"
6938067,"1. A method of transcoding a telephone number comprising: receiving a Web page requested from a data processing device at a server, wherein the Web page includes a telephone number; identifying the telephone number; editing the Web page in the server including converting the telephone number to a link to a dialing application on the data processing device, wherein selecting the link activates the dialing application to dial the telephone number; and transmitting the edited Web page from the server to the data processing device. 4. A system for transcoding a telephone number comprising: a server; a processor in the server; a storage facility coupled to the processor and containing instructions executable by the processor which cause the processor to: receive a Web page requested from a data processing device wherein the Web page includes a telephone number; identify the telephone number; and edit the Web page including converting the telephone number to a link to a dialing application on the data processing device, wherein selecting the link causes the dialing application to dial the telephone number; and transmit the edited Web page to the data processing device. 7. A method comprising: receiving at a server a Web page requested from a data processing device; analyzing, at the server, the Web page requested by the user to identify telephone numbers within the Web page; generating, at the server, a link to a dialing function on the data processing device for one or more of the identified telephone numbers; embedding the link within the Web page; transmitting the Web page including the embedded link to the data processing device; and activating the dialing function responsive to detecting that the user has selected the link.",A system and method of transcoding a telephone number from a Web page is disclosed. First a Web page that includes a telephone number is received. The telephone number is then identified. The Web page is then edited to convert the identified telephone number to a link to a dialing application.,3,"H04M1/27475,G06F16/955"
6965367,"1. A display comprising: a light modulation element including light modulation medium interposed between a pair of opposed substrates and having a display region including a plurality of pixels arranged in a matrix for displaying an image; an illuminating device having a light source; and a drive portion for driving the light modulation medium by sequentially repeating writing and erasing of a video signal for each pixel to thereby change transmittance of light emitted from the light source in the light modulation element, wherein the light source is turned ON in the course of rising of the transmittance in a pixel located substantially at a center of the display region and the light source is turned OFF in the course of falling of the transmittance in the pixel located substantially at the center of the display region. 12. A cellular telephone comprising: the display according to claim 1 , the cellular telephone being adapted to output video signals to the display. 13. A portable terminal comprising: the display according to claim 1 , the portable terminal being adapted to output video signals to the display. 14. A display comprising: a light modulation element including light modulation medium interposed between a pair of opposed substrates and having a display region including a plurality of pixels arranged in a matrix for displaying an image; an illuminating device having light sources for emitting lights with different wavelengths; and a drive portion for driving the light modulation medium by seciuentially repeating writing and erasing of video signals for each pixel group to thereby change transmittance of lights emitted from the light sources in the light modulation element, wherein, one frame period of the video signals is composed of a plurality of sub-frame periods, and a light source for emitting light of a specified wavelength is turned ON in the course of rising of the transmittance in the pixel located substantially at the center of the pixel region in each sub-frame period, and a light source is turned OFF in the course of falling of the transmittance in the pixel located substantially at the center in each sub-frame period.","Disclosed is a display capable of improving uniformity of luminance and chroma in a plane of a display panel. When point at which the light source is turned ON is represented by T1, transmittance in a display region onto which the video signals are being written at the point T1 is represented by M1, point at which the light source is turned OFF is represented by T2, transmittance in the display region onto which the video signals are being written at point T2 is represented by M2, a maximum value of the transmittance in the display region of the light modulation element in a period during which the light source is ON is represented by M0, and the write period is represented by Twrite, the illuminating device control portion is adapted to control the illuminating device so as to satisfy a formula given by [|M2−M1|Twrite]/[M0(T2−T1)]≦0.92.",2,"G09G3/3413,G09G3/3648,G09G2310/0235,G09G2310/0237,G09G2310/024,G09G2310/061,G09G2310/08,G09G2320/0233,G09G2320/0242,G09G2320/041"
6934933,"1. A computer readable medium for providing instructions to one or more processors to execute processes on an embedded computing device configured for establishing a network connection with at least one other computing device, comprising: (a) an operating system layer; (b) an application framework; (c) a programming environment including a contention locking scheme for setting light object locks, which are handled in user space, and heavy object locks, which are handled at the system level, wherein the contention locking scheme is configured to set a light object lock on an initially unlocked object when a first thread attempts to lock the object, and to maintain a light lock on the object when a nested intra-thread lock is attempted by the first thread; (d) a stack-based local lock slot structure for addressing stack variables to identify threads; and (e) a first stack corresponding to a data area of the first thread and a second stack corresponding to a data area of the second thread, the first stack and the second stack being separated by at least a reserved area. 7. A computer readable medium for providing instructions to one or more processors to execute processes on an embedded computing device configured for establishing a network connection with at least one other computing device, comprising: (a) an operating system layer; (b) an application framework; (c) a programming environment; and (d) a contention locking scheme for setting light object locks, which are handled in user space, and heavy object locks, which are handled at the system level, the contention locking scheme is configured to set a light object lock on an initially unlocked object when a first thread attempts to lock the object, to maintain a light lock on the object when a nested intra-thread lock is attempted by the first thread, and to compare an address difference between a current lock slot of the first thread for the lightly locked object and that of the nested intra-thread locking attempt with a size of a reserved area at an end of a stack, the contention locking scheme includes: (e) a stack-based local lock slot structure for addressing stack variables to identify threads, and (f) a lock structure and a lock structure reference in an object header of the object, the lock structure including a lock holder and wait queues. 8. A method for executing processes with contention-locking which uses light locks, which are handled at the user level, and heavy locks, which are handled at the system level, on an embedded computing device configured for establishing a network connection with at least one other computing device, comprising the steps of: (a) setting a light object lock, for handling at the user level, on an initially unlocked object when a first thread attempts to lock the object; (b) determining to maintain the light object lock when a nested intra-thread lock is attempted by the first thread; and (c) addressing stack variables to identify threads using a stack-based local lock slot structure, the addressing stack variables to identify threads comprises: addressing the first thread at a first stack; and addressing a second thread at a second stack, the second stack being separated from the first stack by at least a reserved area.","A software program for use on an embedded computing device includes an operating system layer, an application framework, and a programming environment. the programming environment includes a contention locking scheme for setting light object locks, which are handled in user space, and heavy object locks, which are handled at the system level. The contention locking scheme is configured to set a light object lock on an initially unlocked object when a first thread attempts to lock the object, and to maintain a light lock on the object when a nested intra-thread lock is attempted by the first thread.",6,"G06F9/526,G06F9/3004,G06F9/30087,G06F9/451,G06F9/45537,G06T15/30,Y10S707/99938"
6855345,1. A method for treating diabetes comprising the steps of: obtaining a processed Morinda citrifolia leaf ethanol extra comprising the steps of: freezing one or more Morinda citrifolia leaves; defrosting said Morinda citrifolia leaves; chopping said Morinda citrifolia leaves into small pieces; adding an identified amount of distilled water to said Morinda citrifolia leaves to obtain a solution; agitating said solution at an identified temperature for an identified period of time; extracting said solution for an identified period of time; removing any solids in said solution; extracting ethanol from said solution under decreasing pressure; filtering any solids produced to obtain a supernatant solution; freeze-drying said supematant solution to obtain said processed Morinda citrifolia leaf ethanol extract; preparing a naturaceutical formulation comprising said processed Morinda citrifolia leaf ethanol extract; and administering said naturaceutical to a patient diagnosed with diabetes.,"The present invention features a unique, natural formulation and method of administering the same to treat and prevent diabetes, or rather advances treatment of diabetes, by providing a naturaceutical composition or treatment formulated with one or more processed Morinda citrifolia products as derived from the Indian Mulberry plant. The Morinda citrifolia is particularly adapted to treat Type II diabetes. The Morinda citrifolia product is preferably a leaf extract, but may also be in the form of a juice, a puree juice, a dietary fiber, or other similar forms and is incorporated into various carriers or naturaceutical compositions suitable for in vivo treatment of a patient. The naturaceutical may also combine other food products into the naturaceutical, such as fruit juices, dietary supplements, vitamins and minerals, and others.",16,A61K36/746
6913666,"1. A method for anchoring a joining element in a part consisting of porous material, the joining element having a distal end and a proximal end and including a thermoplastic material at least at said distal end, the method comprising the steps of: forming a bore in the part, the bore having an inner closed end and being matched to the shape and dimensions of the joining element so that the joining element can be positioned in the bore with substantially no force and with the distal end of the inserted joining element disposed against the inner closed end of the bore, inserting the joining element in the bore such that the distal end of the joining element is disposed against the inner closed end of the bore, applying pressure to the proximal end of the joining element to force the joining element deeper into the bore, the pressure being applied substantially along a central axis of the bore and producing an increase of pressure of the distal end of the joining element against the inner closed end of the bore, during the application of pressure, applying vibration energy to the joining element to cause the thermoplastic to plasticize at the distal end of the joining element, the pressure causing the plasticized thermoplastic material to flow into pores of the part beyond the inner closed end of the bore in the axial direction of the bore, thereby forming a macroscopic anchoring connection between the part and the distal end of the joining element.","A joining pin (3.2) with which two parts (1 and 2) made from a porous material, particularly wood or a wood-like material, are to be joined together, is anchored in the porous material at predetermined anchoring points (31, 33). For this purpose, a bore (4.2) with a closed inner end (41) is made in the parts (1 and 2). The shape of this bore (4.2) is so matched to the joining pin (3.2) that it can be introduced substantially without force expenditure into the bore and is positionable in a first position. At least one predetermined anchoring point (31, 33) between the joining pin (3.2) and the wall of the bore (4.2) is formed when pressure is built up by pressing the joining pin (3.2) with a pressing force (F) more deeply into the bore to a second position. Energy is supplied in a planned manner to the joining pin (3.2) so that at the predetermined anchoring points (31, 33) the thermoplastic material of the joining pin (3.2) is plasticized. The locally plasticized plastic material is pressed by the local pressure into the porous material of the parts and forms local, macroscopic anchors (10, 20). The joining pin (3.2) is, e.g., made entirely from a thermoplastic material and the energy for plasticizing is supplied thereto by ultrasonic vibration.",29,"F16B13/00,B29C65/3612,B29C65/56,B29C65/564,B29C66/1142,B29C66/30221,B29C66/30326,B29C66/43,B29C66/474,B29C66/7392,B29C66/74,B29C66/7487,B29C65/06,B29C65/08,B29C65/36,B29C65/368,B29C65/3696,B29C65/603,B29C65/645,B29C66/71,B29C66/742,B29C66/7463,B29C66/8322,B29K2711/14,Y10S411/90,Y10S411/908"
6934512,"1. A VSAT terminal comprising: an antenna; a microwave power amplifier; a microwave low noise amplifier; a transmitter coupled via said microwave power amplifier to said antenna; a user VSAT interface; and a controller in communication with said user VSAT interface and in electrical connection with said microwave power amplifier and said microwave low noise amplifier for supplying power thereto, said controller being operative to provide a less-than-full electrical power supply to said microwave low noise amplifier and operative to provide a full electrical power supply to said microwave low noise amplifier in the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, said controller being operative to maintain the less-than-full electrical power supply to said microwave low noise amplifier until the presence of the communication session, and wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions. 11. A VSAT terminal comprising: an antenna: a microwave power amplifier; a microwave low noise amplifier; a transmitter coupled via said microwave power amplifier to said antenna; a receiver coupled via said microwave low noise amplifier to said antenna; a user VSAT interface; and a controller in communication with said user VSAT interface and in electrical connection with said microwave power amplifier and said microwave low noise amplifier for supplying power thereto, said controller being operative to provide a less-than-full electrical power supply to said microwave low noise amplifier after a predetermined period of inactivity of said microwave low noise amplifier and operative to provide a full electrical power supply to said microwave low noise amplifier in the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, said controller being operative to maintain the less-than-full electrical power supply to said one of said amplifiers until the presence of the communication session, and wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions. 12. A VSAT telecommunication network comprising: at least one satellite; and a plurality of VSAT terminals in communication with said satellite, wherein at least one of said VSAT terminals comprises: an antenna; a microwave power amplifier; a microwave low noise amplifier; a transmitter coupled via said microwave power amplifier to said antenna; a receiver coupled via said microwave low noise amplifier to said antenna; a user VSAT interface; and a controller in communication with said user VSAT interface and in electrical connection with said microwave power amplifier and said microwave low noise amplifier support for supplying power thereto, said controller being operative to provide a less-than-full electrical power supply to said microwave low noise amplifier after a predetermined period of inactivity of said microwave low noise amplifier and operative to provide a full electrical power supply to said microwave low noise amplifier in the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, said controller being operative to maintain the less-than-full electrical power supply to said microwave low noise amplifier until the presence of the communication session, and wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions. 13. A method for managing power consumption in a VSAT terminal having an antenna, a microwave power amplifier, a microwave low noise amplifier, a transmitter coupled via said microwave power amplifier to said antenna, a receiver coupled via said microwave low noise amplifier to said antenna, a user VSAT interface, and a controller in communication with said user VSAT interface, said microwave low noise amplifier, and said microwave power amplifier, the method comprising: providing a less-than-full electrical power supply to said microwave low noise amplifier after a predetermined period of inactivity of said microwave low noise amplifier; and providing a full electrical power supply to said microwave low noise amplifier in the presence of the communication session, wherein said providing of the less-than-full electrical power supply to said microwave low noise amplifier comprises maintaining said less-than-full electrical power supply to said microwave low noise amplifier until the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions. 14. A VSAT terminal comprising: an antenna; an ODU transmitter coupled to said antenna; a microwave low noise amplifier; a user VSAT interface; and a controller in communication with said user VSAT interface and in electrical connection with said ODU transmitter and said microwave low noise amplifier for supplying power thereto, said controller being a operative to provide no power supply to one of said microwave low noise amplifier and said ODU transmitter after a predetermined period of inactivity of said user VSAT interface and operative to provide a full electrical power supply to said one of microwave low noise amplifier and said ODU transmitter in the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, said controller being operative to maintain no power to said one of said microwave low noise amplifier and said ODU transmitter until the presence of the communication session, and wherein said controller does not return said one of said microwave low noise amplifier and said ODU transmitter to full electrical power between communication sessions. 15. A method for managing power consumption in a VSAT terminal having an antenna, an ODU transmitter coupled to said antenna, a microwave low noise amplifier, a receiver coupled to said microwave low noise amplifier to said antenna, a user VSAT interface, and a controller in communication with said user VSAT interface, said microwave low noise amplifier, and said ODU transmitter, the method comprising: providing no electrical power to one of said ODU transmitter and said microwave low noise amplifier after a predetermined period of inactivity of said user VSAT interface; and providing a full of electrical power to said one of said ODU transmitter and said microwave low noise amplifier in the presence of a communication session, wherein said communication session is initiated by the reception of data or by user initiated transmission of data, wherein said providing of the no electrical power to said one of said ODU transmitter and said microwave low noise amplifier comprises maintaining said no electrical power to said one of said ODU transmitter and said microwave low noise amplifier until the presence of the communication session, wherein said controller does not return said one of said ODU transmitter and said microwave low noise amplifier to full electrical power between communication sessions. 7. A VSAT telecommunication network comprising: at least one satellite; and a plurality of VSAT terminals in communication with said satellite, wherein at least one of said VSAT terminals comprises: an antenna; a microwave power amplifier; a microwave low noise amplifier; a transmitter coupled via said microwave power amplifier to said antenna; a receiver coupled via said microwave low noise amplifier to said antenna; a user VSAT interface; and a controller in communication with said user VSAT interface and in electrical connection with said microwave power amplifier and said microwave low noise amplifier for supplying power thereto, said controller being operative to provide a full electrical power supply to said microwave low noise amplifier in the presence of a communication session, wherein said communication session is initiated by the reception of data or user initiated transmission of data, said controller being operative to maintain the less-than-full electrical power supply to said microwave low noise amplifier until the presence of the communication session, and wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions. 8. A method for managing power consumption in a VSAT terminal having an antenna, a microwave power amplifier, a microwave low noise amplifier, a transmitter coupled via said microwave power amplifier to said antenna, a receiver coupled via said microwave low noise amplifier to said antenna, a user VSAT interface, and a controller in communication with said user VSAT interface, said microwave low noise amplifier, and said microwave power amplifier, the method comprising: providing a less-than-full electrical power supply to said microwave low noise amplifier after a predetermined period of inactivity of said user VSAT interface; and providing a full electrical power supply to said microwave low noise amplifier in the presence of a communication session, said communication session being initiated by the reception of data or user initiated transmission of data, wherein said providing of the less-than-full electrical power supply to said microwave low noise amplifier comprises maintaining said less-than-full electrical power supply to said low noise amplifier until the presence of the communication session, wherein said controller does not return said microwave low noise amplifier to full electrical power between communication sessions.","A VSAT terminal including an antenna, a microwave power amplifier, a microwave low noise amplifier, a transmitter coupled via the microwave power amplifier to the antenna, a receiver coupled via the microwave low noise amplifier to the antenna, a user VSAT interface, and a controller in communication with the user VSAT interface and in electrical connection with the microwave power amplifier and the microwave low noise amplifier for supplying power thereto, the controller being operative to provide a less-than-full electrical power supply to either of the amplifiers in the absence of a communication session and operative to provide a full electrical power supply to either of the amplifiers in the presence of a communication session.",3,H04B7/18517
